"""RJiLcVOO02 ",2026-03-28 19:33:29.550602
RJILCVOO02,2026-03-28 19:35:37.331247
RJ1LCV0002,2026-03-28 19:37:44.218783
RJ1LCV0002,2026-03-28 19:39:07.332083
RJ1LCV0002,2026-03-28 19:45:51.808455
RJ1LCV0002,2026-03-28 19:47:18.637102
RJ1LCV0002,2026-03-28 19:48:23.662436
RJ1LCV0002,2026-03-28 19:48:37.634179
RJ1LCV0002,2026-03-28 19:53:04.582083
RJ1LCV0002,2026-03-28 19:54:32.204758
RJ14CV0002,2026-03-28 19:56:41.069087
